2021-03-31 12:13:28,"b'Is this the ngumi who stole kpc,now task to review kplc.i think we lost it as a country#linda katiba#switchoffkplc https://t.co/hwgHMq0cql'"
2021-03-31 12:06:18,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:55:51,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:52:53,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:50:10,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:50:08,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:48:34,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:46:41,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:44:11,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:43:19,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:41:58,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:40:57,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:38:30,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:35:44,b'@shecyclesnbi Nope. Which parliament? Someone has them by the short and curlies. #SwitchOffKPLC https://t.co/483F125dy7'
2021-03-31 11:29:40,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:28:48,"b'RT @JerotichSeii: 2. Meanwhile in Kenya: crony capitalists, boards, multi nationals, multilateral lenders, money launderers, Kick Back King\xe2\x80\xa6'"
2021-03-31 11:27:48,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:26:32,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:26:28,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:25:42,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:25:06,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:24:08,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:21:26,"b'RT @KaranjaMatindi: Unfortunately, the energy cartels, protected by none other than @EnergyMinK &amp; @ketercharles, have decided to unconstitu\xe2\x80\xa6'"
2021-03-31 11:21:23,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:21:15,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:19:30,"b'@JerotichSeii @StateHouseKenya @KenyaPower @AGOfficeKenya @EnergyMinK @EPRA_Ke Zima, Zima, Zima. Energy Justice remains a mirage for the Mwananchi #SwitchOffKPLC @hotshotcreative @KingFredAsira @WanjeriNderu'"
2021-03-31 11:18:25,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 11:17:46,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:14:49,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:13:12,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:12:52,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:10:03,"b'@DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""amend"" Katiba around data protection &amp; privacy because it protects THOSE who would not like us to dig deeper into their beneficial ownership of, eg, IPPs. \n\n#SwitchOffKPLC'"
2021-03-31 11:04:40,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 11:03:37,"b'Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested party: @StateHouseKenya @KenyaPower @AGOfficeKenya @EnergyMinK @EPRA_Ke, IPP owners/advisors, private sector, etc.\n\nWolves guarding the sheep.\n\n#SwitchOffKPLC https://t.co/DhrSMEh8fb https://t.co/REVbn9stHi'"
2021-03-31 10:53:08,b'@RookieKE @DavidNdii @JerotichSeii@switchoffkplc @MboyaApollo @WorldBankKenya\n please confirm this billionaires are frustrating Kenyans'
2021-03-31 07:45:48,"b'@litmuspaperss @KenyaPower What the hell is Fuel Energy charge, Inflation adjustment and Forex charge??? What the Blady Hell @JerotichSeii #SwitchOffKPLC'"
2021-03-31 07:21:25,b'RT @hotshotcreative: @MakoriGeorge_ @DisasterKenya @alaminkimathi @FauzKhalid @JerotichSeii @chothep @mlimakenya @VictorMwambacha @SolomonK\xe2\x80\xa6'
2021-03-31 07:07:56,b'RT @hotshotcreative: @MakoriGeorge_ @DisasterKenya @alaminkimathi @FauzKhalid @JerotichSeii @chothep @mlimakenya @VictorMwambacha @SolomonK\xe2\x80\xa6'
2021-03-31 07:02:28,b'@MakoriGeorge_ @DisasterKenya @alaminkimathi @FauzKhalid @JerotichSeii @chothep @mlimakenya @VictorMwambacha @SolomonKarori2 @BasilioCC @HakiNgo @WanjikuRevolt @YussufMwinyi https://t.co/vx4TtpVrCz\n\nSame-same one of the Kenya Pipeline scandal... Rewarding mediocrity.  #SwitchOffKPLC'
2021-03-31 06:29:18,"b'RT @RKDAVID1: Good morning @JerotichSeii,\n\nWhere has Hon. Duale been? How is this a surprise to him now?\n\nAnyway, Good questions and hope t\xe2\x80\xa6'"
2021-03-31 04:50:25,"b'RT @RKDAVID1: Good morning @JerotichSeii,\n\nWhere has Hon. Duale been? How is this a surprise to him now?\n\nAnyway, Good questions and hope t\xe2\x80\xa6'"
2021-03-31 03:35:39,b'His mother is a big shareholder of KPLC and also one of the Independent Power Producers. \n\n#SwitchOffKPLC @JerotichSeii https://t.co/qNVEiQEJjB'
2021-03-31 03:28:31,"b'Good morning @JerotichSeii,\n\nWhere has Hon. Duale been? How is this a surprise to him now?\n\nAnyway, Good questions and hope the entire house will be sane all through for answers from KPLC.\n#SwitchOffKPLC https://t.co/uG8yFF6UMK'"
2021-03-31 02:58:56,"b'RT @KaranjaMatindi: Unfortunately, the energy cartels, protected by none other than @EnergyMinK &amp; @ketercharles, have decided to unconstitu\xe2\x80\xa6'"
2021-03-31 00:53:01,"b'RT @KaranjaMatindi: Unfortunately, the energy cartels, protected by none other than @EnergyMinK &amp; @ketercharles, have decided to unconstitu\xe2\x80\xa6'"
2021-03-30 22:18:50,"b""Unfortunately, the energy cartels, protected by none other than @EnergyMinK &amp; @ketercharles, have decided to unconstitutionally &amp; unlawfully set grounds to transfer all of KPLC's liabilities to the taxpayers, before its impending demise. #SwitchOffKPLC\n\nhttps://t.co/J5CFsUWpvp"""
2021-03-30 19:18:54,b'@citizentvkenya @WaihigaMwaura \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82  Anywei #SwitchOffKPLC'
2021-03-30 18:08:05,b'@WanjiruKimani9 @JerotichSeii Bad joke. #SwitchOffKPLC'
2021-03-30 17:24:49,b'RT @Its_Roba: @KenyaPower_Care kindly but urgently address the power outage affecting parts of Langata #SwitchOffKPLC @KenyaPower @ketercha\xe2\x80\xa6'
2021-03-30 17:14:30,b'@KenyaPower_Care kindly but urgently address the power outage affecting parts of Langata #SwitchOffKPLC @KenyaPower @ketercharles @Ma3Route @Mkaazi_Langata'
2021-03-30 17:04:51,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 14:39:49,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 11:52:04,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 11:33:29,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 11:31:54,b'@KenyaPower_Care  I demand prompt explanation as to why the bill attached below has kept going upwards without any justification. No load has been added on my end! #SwitchoffKPLC #Tunukiwa444 @JerotichSeii #kplccustomercare https://t.co/8C115u02rJ'
2021-03-30 11:08:52,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 09:36:24,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 09:35:01,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 09:18:15,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 09:06:27,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 09:01:37,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 08:37:08,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 08:22:12,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 08:21:33,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
2021-03-30 08:17:39,b'I hope this move by Aden Duale is just for PR purposes. KPLC must explain to Kenyans why the rates are so inflated and ever rising. Some people should even be arrested there and jailed for economic crimes. #SwitchOffKPLC https://t.co/QRCcWKJhBZ'
2021-03-30 08:17:30,"b'RT @JerotichSeii: The thieving, cartel-ridden, inefficient company @KenyaPower @EPRA_Ke @EnergyMinK acting all horrified &amp; wondering why co\xe2\x80\xa6'"
